timestamp_ms,temp,hum,pres,gas_kohm,label
5664095,19.53,20.37,1026.81,46.06,fragrance
5665504,19.56,20.3,1026.81,50.36,fragrance
5666913,19.58,20.23,1026.81,53.39,fragrance
5668322,19.61,20.17,1026.81,56.84,fragrance
5669731,19.63,20.11,1026.83,59.04,fragrance
5671140,19.65,20.06,1026.82,61.29,fragrance
5672549,19.67,20.02,1026.82,63.62,fragrance
5673958,19.69,19.98,1026.82,65.47,fragrance
5675367,19.7,19.96,1026.83,67.92,fragrance
5676776,19.71,19.93,1026.83,68.85,fragrance
5678185,19.73,19.91,1026.83,70.16,fragrance
5679594,19.74,19.89,1026.83,71.75,fragrance
5681003,19.75,19.89,1026.84,72.85,fragrance
5682412,19.76,19.88,1026.84,73.67,fragrance
5683821,19.77,19.88,1026.84,74.44,fragrance
5685230,19.78,19.88,1026.85,75.69,fragrance
5686639,19.79,19.88,1026.85,76.51,fragrance
5688048,19.8,19.89,1026.85,76.85,fragrance
5689457,19.81,19.88,1026.85,77.62,fragrance
5690866,19.81,19.88,1026.85,77.91,fragrance
5692275,19.82,19.88,1026.85,78.55,fragrance
5693684,19.83,19.87,1026.86,78.55,fragrance
5695093,19.83,19.86,1026.86,78.91,fragrance
5696502,19.84,19.86,1026.87,79.28,fragrance
5697911,19.85,19.85,1026.87,80.17,fragrance
5699320,19.85,19.84,1026.87,81.17,fragrance
5700729,19.86,19.84,1026.86,81.71,fragrance
5702138,19.87,19.83,1026.87,82.58,fragrance
5703547,19.87,19.82,1026.86,82.66,fragrance
5704956,19.88,19.81,1026.85,83.31,fragrance
5706365,19.88,19.79,1026.85,84.13,fragrance
5707774,19.88,19.78,1026.85,84.46,fragrance
5709183,19.89,19.76,1026.85,85.05,fragrance
5710592,19.89,19.76,1026.85,84.63,fragrance
5712001,19.9,19.75,1026.85,85.39,fragrance
5713410,19.9,19.73,1026.85,85.3,fragrance
5714819,19.91,19.71,1026.84,85.82,fragrance
5716228,19.91,19.69,1026.84,86.17,fragrance
5717637,19.92,19.65,1026.84,86.08,fragrance
5719046,19.92,19.64,1026.84,86.6,fragrance
5720455,19.93,19.63,1026.84,86.43,fragrance
5721864,19.93,19.63,1026.84,86.96,fragrance
5723273,19.93,19.64,1026.84,86.69,fragrance
5724682,19.94,19.64,1026.85,87.13,fragrance
5726091,19.95,19.64,1026.85,87.94,fragrance
5727500,19.95,19.64,1026.85,87.58,fragrance
5728909,19.95,19.64,1026.85,88.4,fragrance
5730318,19.96,19.63,1026.86,87.94,fragrance
5731727,19.96,19.61,1026.86,88.4,fragrance
5733136,19.97,19.59,1026.86,88.49,fragrance
5734545,19.97,19.57,1026.86,89.14,fragrance
5735954,19.97,19.55,1026.86,89.32,fragrance
5737363,19.98,19.53,1026.86,89.32,fragrance
5738772,19.98,19.52,1026.86,89.79,fragrance
5740181,19.98,19.53,1026.87,90.36,fragrance
5741590,19.98,19.54,1026.86,89.89,fragrance
5742999,19.99,19.55,1026.87,90.17,fragrance
5744408,19.99,19.58,1026.87,89.79,fragrance
6061766,19.84,20.08,1026.86,19.62,fragrance
6063175,19.77,20.06,1026.86,24.26,fragrance
6064584,19.74,20.01,1026.87,28.82,fragrance
6065993,19.74,19.95,1026.88,33.14,fragrance
6067402,19.75,19.89,1026.88,37.25,fragrance
6068811,19.77,19.82,1026.88,41.41,fragrance
6070220,19.79,19.76,1026.89,45.04,fragrance
6071629,19.81,19.71,1026.88,48.81,fragrance
6073038,19.84,19.66,1026.88,51.83,fragrance
6074447,19.86,19.61,1026.88,54.48,fragrance
6075856,19.88,19.57,1026.88,57.18,fragrance
6077265,19.9,19.53,1026.88,59.66,fragrance
6078674,19.91,19.5,1026.88,61.64,fragrance
6080083,19.93,19.48,1026.89,63.86,fragrance
6081492,19.95,19.46,1026.89,65.22,fragrance
6082901,19.96,19.44,1026.9,67.23,fragrance
6084310,19.97,19.42,1026.89,68.19,fragrance
6085719,19.98,19.41,1026.89,69.87,fragrance
6087128,19.99,19.4,1026.89,71.09,fragrance
6088537,20,19.4,1026.89,72.17,fragrance
6089946,20.01,19.4,1026.89,73.42,fragrance
6091355,20.01,19.39,1026.89,73.86,fragrance
6092764,20.02,19.39,1026.88,75.23,fragrance
6094173,20.03,19.39,1026.88,75.76,fragrance
6095582,20.04,19.39,1026.88,76.65,fragrance
6096991,20.04,19.39,1026.88,76.65,fragrance
6098400,20.05,19.4,1026.89,76.99,fragrance
6099809,20.06,19.4,1026.89,77.27,fragrance
6101218,20.06,19.4,1026.89,77.06,fragrance
6102627,20.07,19.4,1026.89,76.92,fragrance
6104036,20.08,19.39,1026.9,77.41,fragrance
6105445,20.08,19.38,1026.9,78.41,fragrance
6106854,20.09,19.36,1026.9,78.91,fragrance
6108263,20.09,19.35,1026.9,78.91,fragrance
6109672,20.1,19.34,1026.9,79.58,fragrance
6111081,20.1,19.33,1026.9,80.33,fragrance
6112490,20.11,19.32,1026.91,80.78,fragrance
6113899,20.11,19.3,1026.91,80.93,fragrance
6115308,20.12,19.29,1026.91,81.71,fragrance
6116717,20.12,19.27,1026.92,82.02,fragrance
6118126,20.13,19.26,1026.92,82.18,fragrance
6119535,20.13,19.25,1026.92,82.66,fragrance
6120944,20.13,19.24,1026.93,83.14,fragrance
6122353,20.14,19.22,1026.93,83.22,fragrance
6123762,20.14,19.22,1026.93,83.31,fragrance
6125171,20.14,19.21,1026.93,83.55,fragrance
6126580,20.15,19.2,1026.93,84.13,fragrance
6127989,20.15,19.2,1026.92,84.63,fragrance
6129398,20.15,19.19,1026.92,84.88,fragrance
6130807,20.16,19.19,1026.93,85.47,fragrance
6132216,20.16,19.18,1026.94,85.82,fragrance
6133625,20.16,19.16,1026.94,86.17,fragrance
6135034,20.16,19.12,1026.93,86.69,fragrance
6136443,20.16,19.08,1026.93,86.78,fragrance
6137852,20.16,19.06,1026.92,86.25,fragrance
6139261,20.16,19.04,1026.92,86.43,fragrance
6140670,20.16,19.04,1026.92,86.17,fragrance
6142079,20.16,19.05,1026.92,86.96,fragrance
6143488,20.17,19.04,1026.92,87.13,fragrance
6144897,20.17,19.05,1026.91,87.49,fragrance
6146306,20.17,19.04,1026.91,88.4,fragrance
6147715,20.17,19.04,1026.9,88.95,fragrance
6149124,20.17,19.03,1026.9,89.14,fragrance
6150533,20.17,19.04,1026.9,89.14,fragrance
